2018,8,173,1
2018,9,173,4
2018,10,173,80
2018,11,173,80
2018,12,173,0
2018,13,173,0
2018,14,173,0
2018,15,173,100
2018,16,173,0
2018,17,173,0
2018,18,173,0
2018,19,173,0
2018,20,173,1
2018,21,173,2
2018,22,173,3
2018,23,173,1
2018,24,173,2
2018,25,173,0
2018,26,173,8

2018,1,174,1
2018,2,174,1
2018,3,174,0
2018,4,174,1
2018,5,174,50
2018,6,174,51
2018,7,174,0
2018,8,174,1
2018,9,174,3
2018,10,174,30
2018,11,174,30
2018,12,174,0
2018,13,174,0
2018,14,174,0
2018,15,174,100
2018,16,174,0
2018,17,174,1
2018,18,174,1
2018,19,174,1
2018,20,174,0
2018,21,174,-1
2018,22,174,-2
2018,23,174,2
2018,24,174,1
2018,25,174,1
2018,26,174,9

2018,1,217,1
2018,2,217,1
2018,3,217,0
2018,4,217,1
2018,5,217,40
2018,6,217,41
2018,7,217,1
2018,8,217,0
2018,9,217,2
2018,10,217,70
2018,11,217,70
2018,12,217,0
2018,13,217,0
2018,14,217,0
2018,15,217,400
2018,16,217,0
2018,17,217,1
2018,18,217,1
2018,19,217,1
2018,20,217,1
2018,21,217,1
2018,22,217,1
2018,23,217,0
2018,24,217,0
2018,25,217,0
2018,26,217,10

2018,1,245,1
2018,2,245,1
2018,3,245,0
2018,4,245,1
2018,5,245,20
2018,6,245,21
2018,7,245,1
2018,8,245,0
2018,9,245,1
2018,10,245,50
2018,11,245,50
2018,12,245,0
2018,13,245,1
2018,14,245,1
2018,15,245,500
2018,16,245,
2018,17,245,0
2018,18,245,0
2018,19,245,0
2018,20,245,1
2018,21,245,2
2018,22,245,3
2018,23,245,1
2018,24,245,2
2018,25,245,1
2018,26,245,11

2018,1,251,1
2018,2,251,1
2018,3,251,1
2018,4,251,0
2018,5,251,10
2018,6,251,11
2018,7,251,1
2018,8,251,1
2018,9,251,2
2018,10,251,70
2018,11,251,70
2018,12,251,1
2018,13,251,0
2018,14,251,0
2018,15,251,300
2018,16,251,0
2018,17,251,0
2018,18,251,0
2018,19,251,0
2018,20,251,1
2018,21,251,2
2018,22,251,3
2018,23,251,0
2018,24,251,1
2018,25,251,0
2018,26,251,12

2018,1,253,1
2018,2,253,1
2018,3,253,0
2018,4,253,1
2018,5,253,30
2018,6,253,31
2018,7,253,0
2018,8,253,1
2018,9,253,3
2018,10,253,90
2018,11,253,90
2018,12,253,0
2018,13,253,0
2018,14,253,0
2018,15,253,200
2018,16,253,0
2018,17,253,0
2018,18,253,0
2018,19,253,0
2018,20,253,1
2018,21,253,2
2018,22,253,3
2018,23,253,1
2018,24,253,0
2018,25,253,1
2018,26,253,13

