2018,1,155,0
2018,2,155,1
2018,3,155,0
2018,4,155,1
2018,5,155,8
2018,6,155,9
2018,7,155,1
2018,8,155,0
2018,9,155,1
2018,10,155,50
2018,11,155,50
2018,12,155,0
2018,13,155,0
2018,14,155,0
2018,15,155,300
2018,16,155,0
2018,17,155,1
2018,18,155,1
2018,19,155,1
2018,20,155,1
2018,21,155,1
2018,22,155,1
2018,23,155,0
2018,24,155,1
2018,25,155,1
2018,26,155,1

2018,1,162,1
2018,2,162,1
2018,3,162,0
2018,4,162,1
2018,5,162,6
2018,6,162,7
2018,7,162,0
2018,8,162,1
2018,9,162,2
2018,10,162,60
2018,11,162,60
2018,12,162,0
2018,13,162,0
2018,14,162,0
2018,15,162,200
2018,16,162,0
2018,17,162,0
2018,18,162,0
2018,19,162,0
2018,20,162,0
2018,21,162,0
2018,22,162,0
2018,23,162,2
2018,24,162,0
2018,25,162,0
2018,26,162,2

2018,1,165,1
2018,2,165,1
2018,3,165,1
2018,4,165,0
2018,5,165,5
2018,6,165,6
2018,7,165,1
2018,8,165,0
2018,9,165,3
2018,10,165,70
2018,11,165,70
2018,12,165,1
2018,13,165,1
2018,14,165,1
2018,15,165,100
2018,16,165,0
2018,17,165,1
2018,18,165,1
2018,19,165,1
2018,20,165,1
2018,21,165,1
2018,22,165,1
2018,23,165,0
2018,24,165,0
2018,25,165,1
2018,26,165,3

2018,1,166,1
2018,2,166,1
2018,3,166,0
2018,4,166,1
2018,5,166,20
2018,6,166,21
2018,7,166,0
2018,8,166,1
2018,9,166,4
2018,10,166,10
2018,11,166,10
2018,12,166,0
2018,13,166,1
2018,14,166,1
2018,15,166,400
2018,16,166,0
2018,17,166,0
2018,18,166,0
2018,19,166,0
2018,20,166,0
2018,21,166,0
2018,22,166,0
2018,23,166,1
2018,24,166,2
2018,25,166,0
2018,26,166,4

2018,1,168,1
2018,2,168,1
2018,3,168,0
2018,4,168,0
2018,5,168,15
2018,6,168,16
2018,7,168,1
2018,8,168,0
2018,9,168,5
2018,10,168,20
2018,11,168,20
2018,12,168,0
2018,13,168,0
2018,14,168,0
2018,15,168,500
2018,16,168,0
2018,17,168,0
2018,18,168,0
2018,19,168,0
2018,20,168,1
2018,21,168,2
2018,22,168,3
2018,23,168,1
2018,24,168,1
2018,25,168,1
2018,26,168,5

2018,1,169,1
2018,2,169,0
2018,3,169,1
2018,4,169,1
2018,5,169,10
2018,6,169,11
2018,7,169,0
2018,8,169,1
2018,9,169,6
2018,10,169,50
2018,11,169,50
2018,12,169,0
2018,13,169,0
2018,14,169,0
2018,15,169,200
2018,16,169,0
2018,17,169,1
2018,18,169,1
2018,19,169,1
2018,20,169,1
2018,21,169,1
2018,22,169,1
2018,23,169,1
2018,24,169,0
2018,25,169,0
2018,26,169,6

2018,1,170,1
2018,2,170,1
2018,3,170,0
2018,4,170,0
2018,5,170,20
2018,6,170,21
2018,7,170,1
2018,8,170,0
2018,9,170,5
2018,10,170,40
2018,11,170,40
2018,12,170,0
2018,13,170,0
2018,14,170,0
2018,15,170,300
2018,16,170,0
2018,17,170,0
2018,18,170,0
2018,19,170,0
2018,20,170,1
2018,21,170,2
2018,22,170,3
2018,23,170,0
2018,24,170,0
2018,25,170,1
2018,26,170,7

2018,1,173,1
2018,2,173,1
2018,3,173,0
2018,4,173,0
2018,5,173,80
2018,6,173,81
2018,7,173,0
